Id,airline_sentiment,airline,retweet_count,text,tweet_coord,tweet_location,user_timezone
7886,negative,United,0,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable,,San Francisco,Pacific Time (US & Canada)
7887,negative,United,1,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me",,,
7888,neutral,Delta,0,@JetBlue what's the status of flight 1272 diverted to RIC?  When will it depart back for LGA?,,,
7889,negative,American,0,"@AmericanAir By ""answering as fast as they can"", you mean hanging up on every call?",,,
7890,negative,Southwest,0,@SouthwestAir lost my sunglasses &amp; case on a flight 3933 last night - is there a lost &amp; found?,,"Washington, DC",Eastern Time (US & Canada)
7891,neutral,Virgin America,0,@VirginAmerica why is flight 345 redirected?,,,
7892,negative,American,0,@AmericanAir Oh that seems to have undone the seat selections in MCE. We only wanted the CX card on there to select the free seats,,,London
7893,positive,American,0,@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.,,,
7894,positive,United,0,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,,Earth,Central Time (US & Canada)
7895,negative,American,0,"@AmericanAir You should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes....",,eating curly fries w/ the wife,Eastern Time (US & Canada)
7896,negative,American,0,@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci,"[39.29275067, -94.70795218]","iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
7897,neutral,Southwest,0,@SouthwestAir On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?,,Boulder,Pacific Time (US & Canada)
7898,negative,Southwest,0,"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS",,"Nashville, TN",
7899,negative,US Airways,0,@USAirways thanks for being so bad you make a two day train trip look appealing!!,,"Columbus, Ohio",Eastern Time (US & Canada)
7900,neutral,Delta,0,@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,,North Carolina,Eastern Time (US & Canada)
7901,negative,US Airways,0,@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?,,,
7902,negative,United,0,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send.",,USA / The World,Eastern Time (US & Canada)
7903,negative,American,0,@AmericanAir how do I see your report team?,,,
7904,negative,United,0,@united please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.,,,Quito
7905,positive,American,0,@AmericanAir You have a lot on your pLate Flight dealing with Cancelled Flightlations and weather tonite. Those are more important. I know you will respond.,,,
7906,negative,Southwest,0,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",,,Atlantic Time (Canada)
7907,positive,Virgin America,0,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",,New York City,Eastern Time (US & Canada)
7908,negative,American,0,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?,,,
7909,neutral,American,0,@AmericanAir does that mean my ktn is not in my reservation?,,,
7910,negative,Delta,0,"@JetBlue  hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear..",,,
7911,negative,American,0,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,,,Eastern Time (US & Canada)
7912,negative,American,0,@AmericanAir I tried site &amp; doesnt allow me. Same reason why I wasn't allowed to board this morning. Will try diff airline for work trips,,"New York, NY",Eastern Time (US & Canada)
7913,negative,American,0,@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4,,,
7914,negative,US Airways,0,@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??,,,Eastern Time (US & Canada)
7915,neutral,United,0,"@united yes, would love an upgrade or voucher,  please give me a call 9148445695",,Needham,Atlantic Time (Canada)
7916,negative,US Airways,0,@usairways 3rd time cut off after 10+ minutes on hold with Chairmans desk?!??? Wth how are we supposed to rebook Cancelled Flightled flights?!?!?,,PA,Eastern Time (US & Canada)
7917,negative,Southwest,0,@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone,,America,
7918,positive,Southwest,0,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!,,SF Bay Area,Pacific Time (US & Canada)
7919,negative,Delta,0,@Jetblue  I will keep on tweeting until your CEO answers and personally apologizes to my wife and the passengers of flight 136. Just Wrong!!,,Long Island - Arizona ,
7920,negative,US Airways,0,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,,,
7921,negative,US Airways,0,@USAirways what's wrong with the plane? Flt 581,,"millville,nj",
7922,positive,US Airways,0,@USAirways I totally understand the weather. Just frustrated. Thanks!,,"washington, dc",
7923,negative,US Airways,0,"@USAirways Yep, except this delay was due to a hasty and unwise decision to pushback other plane before the plows were done. #fail.",,,
7924,negative,Delta,0,@JetBlue thanks but still annoying. Especially if I miss my flight. 😉 Can I tweet at the TSA??,,,Central Time (US & Canada)
7925,negative,United,1,@united that's why I blame your company. Because it had every opportunity to do a job and managed to fail each time for just lazy reasons,,"Vancouver, CA",
7926,negative,American,0,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,,513/lexingtonKY,Quito
7927,negative,US Airways,0,@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!,,"Dumfries, Virginia",Eastern Time (US & Canada)
7928,negative,US Airways,0,"@USAirways on hold for 1hr, 30min. Not willing to hang in there as long as @franchise02. @AmericanAir answered in 7 min. U are not 1 yet.",,Texas,Central Time (US & Canada)
7929,negative,American,0,"@AmericanAir she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!",,"Iowa City, IA",Eastern Time (US & Canada)
7930,negative,United,0,@united 3359 which you finally Cancelled Flightled.,,"Washington, DC",Atlantic Time (Canada)
7931,neutral,American,0,@AmericanAir  my fly is 1579  if do you have some news,,Leon. De los aldamas,Central Time (US & Canada)
7932,negative,American,0,"@AmericanAir the communications seems to be an issue too, no?",,"Washington, DC",Eastern Time (US & Canada)
7933,negative,United,0,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,,"Pittsburgh, PA",Quito
7934,positive,Delta,0,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,,,Eastern Time (US & Canada)
7935,negative,Southwest,0,@SouthwestAir it's ok I was supposed to be in California 5hrs ago,,Baltimore ,
7936,negative,American,0,"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳","[25.8058675, -80.1260541]","London, England",Eastern Time (US & Canada)
7937,neutral,Delta,0,@JetBlue AIRPORT CODE TEST GO. SLC.  BOS MCO,,Logan International Airport,Atlantic Time (Canada)
7938,positive,American,0,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!",,,Central Time (US & Canada)
7939,neutral,American,0,.@AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.,,"Austin, but often Denver",Mountain Time (US & Canada)
7940,negative,United,0,@United @UnitedAirlines and the hits keep on coming. http://t.co/44ZHmfDIW6 #unitedfail #unitedwithivy,,"Ventura, California",Pacific Time (US & Canada)
7941,negative,United,0,@united i will just send my confirmation number when I get home safe and sound. This is why i pay so expensive services to you!,,,
7942,neutral,American,0,@AmericanAir try this. DPDFPP,,,Central Time (US & Canada)
7943,positive,Virgin America,0,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,,,
7944,negative,US Airways,0,@USAirways and it still says it's on time on your website btw,,boston,Quito
7945,neutral,US Airways,0,"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket","[39.9692473, -75.1346431]",Your Dreams,
7946,negative,United,0,@united that's a crazy long form! You need something other than a video?,"[40.72476892, -74.09204213]","Houston, TX",Central Time (US & Canada)
7947,positive,United,0,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,,,
7948,negative,American,0,@AmericanAir thanks to your attendant on flight for advising connect flight held.  Ran with kids and flight departed. Poor service at Miami,,,Dublin
7949,negative,US Airways,0,@USAirways yes I know the industry procedure on baggage. Thanks for helping..... 😉 what about the impossible connection that started this?,,NY,Eastern Time (US & Canada)
7950,negative,United,0,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place.",,"Washington, DC",
7951,positive,American,0,@AmericanAir These are some awesome photos. Thanks for sharing! 😁,,Virginia,Eastern Time (US & Canada)
7952,negative,United,1,"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline",,Los Angeles,Pacific Time (US & Canada)
7953,negative,US Airways,0,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,,"philadelphia, pa",Eastern Time (US & Canada)
7954,positive,American,0,@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.,"[35.87912533, -78.79162128]",Flying Giraffe Travel,Pacific Time (US & Canada)
7955,neutral,American,0,@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly,,BK,
7956,negative,Southwest,0,@SouthwestAir Logically you would think you check all that before you have people board. I could've drove home in the time I've been waiting,,"St.Peters, MO",Central Time (US & Canada)
7957,neutral,American,0,@AmericanAir I thought all those planes were retired? #MD80,,United States,Mountain Time (US & Canada)
7958,positive,American,0,"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year.",,,Central Time (US & Canada)
7959,negative,United,0,@united silence is very telling,,,
7960,negative,United,0,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!,,DC/SF/BFLO,
7961,positive,United,0,"@united Just did, thanks for checking! :)",,"Jacksonville, FL",Eastern Time (US & Canada)
7962,positive,United,0,@united Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!,,,Pacific Time (US & Canada)
7963,negative,United,0,@united Lied to my face at the gate about upgrades. Thanks. #badservice #unitedsucks,,,
7964,negative,American,0,@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta,,NYC,Eastern Time (US & Canada)
7965,negative,United,1,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484",,,
7966,negative,US Airways,0,@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation,,Belle MO,
7967,negative,US Airways,0,@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them,,Belle MO,
